scene_id,group,label,experiment_name,iteration,method,psnr,ssim,lpips,gaussian_count,estimated_elapsed_sec
room_0,reference,baseline,03-24-baseline-15k-2026,0,ours_0,11.234102204442024,0.5496061556041241,0.5975933838635683,100000,0.0
room_0,reference,baseline,03-24-baseline-15k-2026,500,ours_500,31.955825805664062,0.9560794234275818,0.21921730041503906,100000,5.418838
room_0,reference,baseline,03-24-baseline-15k-2026,1000,ours_1000,35.449214935302734,0.9677601456642151,0.15886086225509644,166147,10.837675
room_0,reference,baseline,03-24-baseline-15k-2026,2000,ours_2000,39.15488052368164,0.979714572429657,0.08649943023920059,194767,21.67535
room_0,reference,baseline,03-24-baseline-15k-2026,3000,ours_3000,42.240509033203125,0.9851199984550476,0.061291277408599854,209593,32.513026
room_0,reference,baseline,03-24-baseline-15k-2026,5000,ours_5000,43.938961029052734,0.9891573786735535,0.04051249846816063,219862,54.188376
room_0,reference,baseline,03-24-baseline-15k-2026,7000,ours_7000,45.288455963134766,0.990566074848175,0.035526566207408905,221392,75.863726
room_0,reference,baseline,03-24-baseline-15k-2026,10000,ours_10000,45.45408248901367,0.9914931654930115,0.030658112838864326,220570,108.376752
room_0,reference,baseline,03-24-baseline-15k-2026,15000,ours_15000,46.60623550415039,0.9926782250404358,0.022831374779343605,219137,162.565128
office_0,reference,baseline,03-24-baseline-15k-2026,0,ours_0,13.053640112280846,0.591483193449676,0.5628732414916158,100000,0.0
office_0,reference,baseline,03-24-baseline-15k-2026,500,ours_500,24.62776756286621,0.9228212237358093,0.23382757604122162,100000,5.423856
office_0,reference,baseline,03-24-baseline-15k-2026,1000,ours_1000,27.183732986450195,0.9398307800292969,0.18803870677947998,159433,10.847711
office_0,reference,baseline,03-24-baseline-15k-2026,2000,ours_2000,30.27021598815918,0.9548051357269287,0.12215115875005722,222323,21.695422
office_0,reference,baseline,03-24-baseline-15k-2026,3000,ours_3000,34.12498092651367,0.966254711151123,0.09148026257753372,243111,32.543133
office_0,reference,baseline,03-24-baseline-15k-2026,5000,ours_5000,39.37591552734375,0.9776647686958313,0.06229506433010101,245982,54.238556
office_0,reference,baseline,03-24-baseline-15k-2026,7000,ours_7000,40.281490325927734,0.9821789264678955,0.04731184244155884,244515,75.933978
office_0,reference,baseline,03-24-baseline-15k-2026,10000,ours_10000,41.80042266845703,0.9848475456237793,0.04035137593746185,243329,108.477111
office_0,reference,baseline,03-24-baseline-15k-2026,15000,ours_15000,44.20054244995117,0.9882693290710449,0.029793081805109978,239572,162.715667
room_0,phase5,prior_full,03-24-priorfull-15k-2026,0,ours_0,11.507500186562538,0.5505625461228192,0.5796677554026246,251285,0.0
room_0,phase5,prior_full,03-24-priorfull-15k-2026,500,ours_500,33.28024673461914,0.9586198925971985,0.19647695124149323,251285,6.536156
room_0,phase5,prior_full,03-24-priorfull-15k-2026,1000,ours_1000,38.08095169067383,0.9727277755737305,0.1304965764284134,285277,13.072312
room_0,phase5,prior_full,03-24-priorfull-15k-2026,2000,ours_2000,40.01678466796875,0.9811728000640869,0.0787787064909935,305642,26.144624
room_0,phase5,prior_full,03-24-priorfull-15k-2026,3000,ours_3000,43.86698532104492,0.9873349666595459,0.05202929675579071,315423,39.216936
room_0,phase5,prior_full,03-24-priorfull-15k-2026,5000,ours_5000,44.52693557739258,0.9897360801696777,0.03767598047852516,286289,65.36156
room_0,phase5,prior_full,03-24-priorfull-15k-2026,7000,ours_7000,45.93037033081055,0.9912745356559753,0.03277793154120445,273673,91.506184
room_0,phase5,prior_full,03-24-priorfull-15k-2026,10000,ours_10000,46.2590217590332,0.9919681549072266,0.028818076476454735,263757,130.72312
room_0,phase5,prior_full,03-24-priorfull-15k-2026,15000,ours_15000,46.37690353393555,0.9928383231163025,0.023683100938796997,254898,196.08468
office_0,phase5,prior_full,03-24-priorfull-15k-2026,0,ours_0,13.21709530055523,0.5860799644142389,0.5488717118278146,256821,0.0
office_0,phase5,prior_full,03-24-priorfull-15k-2026,500,ours_500,25.051362991333008,0.9222061038017273,0.22948503494262695,256821,6.466816
office_0,phase5,prior_full,03-24-priorfull-15k-2026,1000,ours_1000,25.940359115600586,0.9266344904899597,0.19918377697467804,300771,12.933632
office_0,phase5,prior_full,03-24-priorfull-15k-2026,2000,ours_2000,33.657081604003906,0.9615378975868225,0.10897562652826309,330722,25.867263
office_0,phase5,prior_full,03-24-priorfull-15k-2026,3000,ours_3000,34.85787582397461,0.9623014330863953,0.10579242557287216,336603,38.800895
office_0,phase5,prior_full,03-24-priorfull-15k-2026,5000,ours_5000,35.515499114990234,0.9596530795097351,0.10183314234018326,288038,64.668158
office_0,phase5,prior_full,03-24-priorfull-15k-2026,7000,ours_7000,38.39570617675781,0.9702433943748474,0.07490049302577972,278217,90.535421
office_0,phase5,prior_full,03-24-priorfull-15k-2026,10000,ours_10000,39.80592727661133,0.9754033088684082,0.06081417202949524,271828,129.336316
office_0,phase5,prior_full,03-24-priorfull-15k-2026,15000,ours_15000,42.571044921875,0.9834994673728943,0.041853878647089005,267078,194.004474
room_0,phase5,prior_100k,03-24-prior100k-15k-2026,0,ours_0,11.488019034266472,0.5498429080471396,0.581334076821804,200000,0.0
room_0,phase5,prior_100k,03-24-prior100k-15k-2026,500,ours_500,34.737640380859375,0.9614148139953613,0.19776444137096405,200000,6.117547
room_0,phase5,prior_100k,03-24-prior100k-15k-2026,1000,ours_1000,37.58720397949219,0.9726352691650391,0.12696202099323273,237525,12.235094
room_0,phase5,prior_100k,03-24-prior100k-15k-2026,2000,ours_2000,41.9245719909668,0.9842208027839661,0.06987928599119186,259365,24.470187
room_0,phase5,prior_100k,03-24-prior100k-15k-2026,3000,ours_3000,42.46050262451172,0.9864885807037354,0.053795088082551956,269941,36.705281
room_0,phase5,prior_100k,03-24-prior100k-15k-2026,5000,ours_5000,44.222347259521484,0.9894675612449646,0.03865303471684456,255514,61.175469
room_0,phase5,prior_100k,03-24-prior100k-15k-2026,7000,ours_7000,45.34461975097656,0.9910397529602051,0.0325058177113533,250181,85.645656
room_0,phase5,prior_100k,03-24-prior100k-15k-2026,10000,ours_10000,46.31461715698242,0.9919925332069397,0.029356321319937706,244684,122.350937
room_0,phase5,prior_100k,03-24-prior100k-15k-2026,15000,ours_15000,46.26710891723633,0.9927735328674316,0.023714229464530945,238961,183.526406
office_0,phase5,prior_100k,03-24-prior100k-15k-2026,0,ours_0,13.218125134706497,0.5852950355038047,0.5501735638827085,200000,0.0
office_0,phase5,prior_100k,03-24-prior100k-15k-2026,500,ours_500,26.514015197753906,0.9313578009605408,0.21979910135269165,200000,6.087712
office_0,phase5,prior_100k,03-24-prior100k-15k-2026,1000,ours_1000,29.225433349609375,0.9470555186271667,0.16404473781585693,246676,12.175423
office_0,phase5,prior_100k,03-24-prior100k-15k-2026,2000,ours_2000,32.8029899597168,0.9617487788200378,0.11649774760007858,281874,24.350847
office_0,phase5,prior_100k,03-24-prior100k-15k-2026,3000,ours_3000,34.999385833740234,0.9686444401741028,0.08597296476364136,292474,36.52627
office_0,phase5,prior_100k,03-24-prior100k-15k-2026,5000,ours_5000,39.64708709716797,0.9749568104743958,0.06506692618131638,266641,60.877116
office_0,phase5,prior_100k,03-24-prior100k-15k-2026,7000,ours_7000,39.56061553955078,0.9793977737426758,0.052949875593185425,260035,85.227963
office_0,phase5,prior_100k,03-24-prior100k-15k-2026,10000,ours_10000,42.114139556884766,0.9822053909301758,0.04384183511137962,256703,121.754233
office_0,phase5,prior_100k,03-24-prior100k-15k-2026,15000,ours_15000,43.485225677490234,0.9871730804443359,0.03282628580927849,254211,182.631349
room_0,phase5,prior_25k,03-24-prior25k-15k-2026,0,ours_0,11.424011796712875,0.5470445724204183,0.5884038116782904,125000,0.0
room_0,phase5,prior_25k,03-24-prior25k-15k-2026,500,ours_500,33.21601486206055,0.9540805816650391,0.2253819704055786,125000,5.590225
room_0,phase5,prior_25k,03-24-prior25k-15k-2026,1000,ours_1000,36.92985916137695,0.9733369946479797,0.1351342350244522,180004,11.180451
room_0,phase5,prior_25k,03-24-prior25k-15k-2026,2000,ours_2000,41.97825622558594,0.9844644069671631,0.06853542476892471,203463,22.360902
room_0,phase5,prior_25k,03-24-prior25k-15k-2026,3000,ours_3000,43.384918212890625,0.9872338175773621,0.05180921033024788,216195,33.541352
room_0,phase5,prior_25k,03-24-prior25k-15k-2026,5000,ours_5000,44.45614242553711,0.9895088076591492,0.039251428097486496,219333,55.902254
room_0,phase5,prior_25k,03-24-prior25k-15k-2026,7000,ours_7000,45.149810791015625,0.9907865524291992,0.03445807471871376,219380,78.263156
room_0,phase5,prior_25k,03-24-prior25k-15k-2026,10000,ours_10000,45.5320930480957,0.9915178418159485,0.02993170917034149,217183,111.804508
room_0,phase5,prior_25k,03-24-prior25k-15k-2026,15000,ours_15000,46.70027160644531,0.9927909970283508,0.023606380447745323,214576,167.706762
office_0,phase5,prior_25k,03-24-prior25k-15k-2026,0,ours_0,13.198301911354065,0.584565089084208,0.5550831081345677,125000,0.0
office_0,phase5,prior_25k,03-24-prior25k-15k-2026,500,ours_500,26.37834358215332,0.9309781193733215,0.21937353909015656,125000,5.526118
office_0,phase5,prior_25k,03-24-prior25k-15k-2026,1000,ours_1000,27.39849853515625,0.9341291785240173,0.1924671083688736,179885,11.052236
office_0,phase5,prior_25k,03-24-prior25k-15k-2026,2000,ours_2000,34.04061508178711,0.9670787453651428,0.09534256905317307,225221,22.104473
office_0,phase5,prior_25k,03-24-prior25k-15k-2026,3000,ours_3000,36.52182388305664,0.9721432328224182,0.0751626193523407,240677,33.156709
office_0,phase5,prior_25k,03-24-prior25k-15k-2026,5000,ours_5000,37.49128723144531,0.9718115329742432,0.07304729521274567,239325,55.261182
office_0,phase5,prior_25k,03-24-prior25k-15k-2026,7000,ours_7000,40.02739334106445,0.9786229133605957,0.05585993826389313,234871,77.365655
office_0,phase5,prior_25k,03-24-prior25k-15k-2026,10000,ours_10000,42.238346099853516,0.9855506420135498,0.03798840939998627,233999,110.522364
office_0,phase5,prior_25k,03-24-prior25k-15k-2026,15000,ours_15000,44.08381271362305,0.989335298538208,0.02773512341082096,232093,165.783547
room_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,0,ours_0,11.42517602443695,0.5469714947976172,0.5884984889999032,125000,0.0
room_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,500,ours_500,34.32880783081055,0.9631328582763672,0.1833556443452835,125000,5.601095
room_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,1000,ours_1000,38.747493743896484,0.9751690030097961,0.12060774117708206,176457,11.20219
room_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,2000,ours_2000,41.70197677612305,0.9833477139472961,0.07228708267211914,201838,22.404381
room_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,3000,ours_3000,43.57120132446289,0.9873164296150208,0.05061362311244011,215104,33.606571
room_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,5000,ours_5000,44.20583724975586,0.9894328713417053,0.04000013694167137,219247,56.010952
room_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,7000,ours_7000,45.5731201171875,0.9909867644309998,0.03359432518482208,220011,78.415333
room_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,10000,ours_10000,46.28525924682617,0.9919838309288025,0.028279311954975128,217808,112.021904
room_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,15000,ours_15000,46.424259185791016,0.9927679896354675,0.023849686607718468,214864,168.032856
office_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,0,ours_0,13.194500848650932,0.5845931195653975,0.5548211708664894,125000,0.0
office_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,500,ours_500,25.837575912475586,0.9285816550254822,0.22537559270858765,125000,5.477671
office_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,1000,ours_1000,28.779991149902344,0.9449918866157532,0.16840022802352905,179202,10.955341
office_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,2000,ours_2000,34.608882904052734,0.9660186767578125,0.0988231897354126,218297,21.910682
office_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,3000,ours_3000,37.77178955078125,0.9753775000572205,0.07191020995378494,233034,32.866024
office_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,5000,ours_5000,39.08529281616211,0.9767315983772278,0.06444182246923447,232586,54.776706
office_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,7000,ours_7000,41.968650817871094,0.9852509498596191,0.042667608708143234,231630,76.687389
office_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,10000,ours_10000,43.7515983581543,0.9882871508598328,0.031216487288475037,229910,109.553412
office_0,phase5,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,15000,ours_15000,44.9459114074707,0.9891491532325745,0.026985429227352142,226584,164.330118
