scene_id,label,experiment_name,target_object_id,target_category,prior_object_id,asset_format,original_count,inserted_count,inserted_ratio,survived_3000,survival_ratio_3000,survived_15000,survival_ratio_15000
room_0,prior_25k,gaussian_direct_surface_rgb_prior_25k_15000,74,chair,replica_room_0_obj_74,gaussian,34054,5627,0.165237563869149,5143,0.9139861382619513,1945,0.3456548782655056
office_0,prior_25k,gaussian_direct_surface_rgb_prior_25k_15000,9,sofa,replica_office_0_obj_9,gaussian,45382,7235,0.15942444140848794,6631,0.9165169315825846,4413,0.6099516240497581
office_0,prior_25k,gaussian_direct_surface_rgb_prior_25k_15000,7,sofa,replica_office_0_obj_7,gaussian,35493,5658,0.15941171498605358,4665,0.8244962884411453,1753,0.30982679392011314
office_0,prior_25k,gaussian_direct_surface_rgb_prior_25k_15000,58,table,replica_office_0_obj_58,gaussian,32030,5106,0.15941305026537622,4826,0.945162553858206,2487,0.4870740305522914
office_0,prior_25k,gaussian_direct_surface_rgb_prior_25k_15000,61,chair,replica_office_0_obj_61,gaussian,43916,7001,0.1594179797795792,6412,0.9158691615483502,3632,0.5187830309955721
room_0,prior_25k_full_none,gaussian_direct_surface_rgb_prior_25k_full_none_15000,6,lamp,replica_room_0_obj_6,gaussian,15786,2609,0.16527302673254782,1538,0.5894978919126102,859,0.32924492142583367
room_0,prior_25k_full_none,gaussian_direct_surface_rgb_prior_25k_full_none_15000,9,sofa,replica_room_0_obj_9,gaussian,47762,7893,0.16525689878983293,7353,0.9315849486887116,3692,0.46775623970606867
room_0,prior_25k_full_none,gaussian_direct_surface_rgb_prior_25k_full_none_15000,77,sofa,replica_room_0_obj_77,gaussian,53683,8871,0.16524784382392937,8383,0.944989290948033,3503,0.3948822004283621
room_0,prior_25k_full_none,gaussian_direct_surface_rgb_prior_25k_full_none_15000,74,chair,replica_room_0_obj_74,gaussian,34054,5627,0.165237563869149,5102,0.9066998400568687,1756,0.3120668206859783
office_0,prior_25k_full_none,gaussian_direct_surface_rgb_prior_25k_full_none_15000,9,sofa,replica_office_0_obj_9,gaussian,45382,7235,0.15942444140848794,6589,0.9107118175535591,4045,0.5590877677954388
office_0,prior_25k_full_none,gaussian_direct_surface_rgb_prior_25k_full_none_15000,7,sofa,replica_office_0_obj_7,gaussian,35493,5658,0.15941171498605358,4698,0.8303287380699894,1173,0.2073170731707317
office_0,prior_25k_full_none,gaussian_direct_surface_rgb_prior_25k_full_none_15000,58,table,replica_office_0_obj_58,gaussian,32030,5106,0.15941305026537622,4809,0.9418331374853114,2430,0.47591069330199764
office_0,prior_25k_full_none,gaussian_direct_surface_rgb_prior_25k_full_none_15000,61,chair,replica_office_0_obj_61,gaussian,43916,7001,0.1594179797795792,6428,0.9181545493500929,3272,0.46736180545636336
