scene_id,label,experiment_name,target_object_id,target_category,prior_object_id,asset_format,original_count,inserted_count,inserted_ratio,survived_3000,survival_ratio_3000,survived_15000,survival_ratio_15000
room_0,prior_25k,03-24-prior25k-15k-2026,6,lamp,replica_room_0_obj_6,gaussian,15786,2609,0.16527302673254782,795,0.3047144499808356,141,0.0540436949022614
room_0,prior_25k,03-24-prior25k-15k-2026,9,sofa,replica_room_0_obj_9,gaussian,47762,7893,0.16525689878983293,7234,0.916508298492335,4788,0.6066134549600912
room_0,prior_25k,03-24-prior25k-15k-2026,77,sofa,replica_room_0_obj_77,gaussian,53683,8871,0.16524784382392937,7961,0.8974185548416188,4930,0.5557434336602413
room_0,prior_25k,03-24-prior25k-15k-2026,74,chair,replica_room_0_obj_74,gaussian,34054,5627,0.165237563869149,5271,0.9367336058290385,3959,0.7035720632663942
office_0,prior_25k,03-24-prior25k-15k-2026,9,sofa,replica_office_0_obj_9,gaussian,45382,7235,0.15942444140848794,6253,0.8642709053213545,3034,0.4193503800967519
office_0,prior_25k,03-24-prior25k-15k-2026,7,sofa,replica_office_0_obj_7,gaussian,35493,5658,0.15941171498605358,3625,0.6406857546836338,1491,0.2635206786850477
office_0,prior_25k,03-24-prior25k-15k-2026,58,table,replica_office_0_obj_58,gaussian,32030,5106,0.15941305026537622,4356,0.8531139835487661,2271,0.44477085781433606
office_0,prior_25k,03-24-prior25k-15k-2026,61,chair,replica_office_0_obj_61,gaussian,43916,7001,0.1594179797795792,6340,0.9055849164405085,4648,0.6639051564062277
room_0,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,6,lamp,replica_room_0_obj_6,gaussian,15786,2609,0.16527302673254782,707,0.2709850517439632,412,0.15791490992717516
room_0,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,9,sofa,replica_room_0_obj_9,gaussian,47762,7893,0.16525689878983293,7158,0.9068795134929685,5066,0.6418345369314582
room_0,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,77,sofa,replica_room_0_obj_77,gaussian,53683,8871,0.16524784382392937,7927,0.8935858415060309,4829,0.544358020516289
room_0,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,74,chair,replica_room_0_obj_74,gaussian,34054,5627,0.165237563869149,5269,0.9363781766483028,4311,0.7661275990758841
office_0,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,9,sofa,replica_office_0_obj_9,gaussian,45382,7235,0.15942444140848794,6163,0.8518313752591569,3231,0.44657912923289567
office_0,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,7,sofa,replica_office_0_obj_7,gaussian,35493,5658,0.15941171498605358,3717,0.6569459172852599,1536,0.271474019088017
office_0,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,58,table,replica_office_0_obj_58,gaussian,32030,5106,0.15941305026537622,4272,0.836662749706228,2389,0.46788092440266354
office_0,prior_25k_full_none,03-24-prior25k-fullnone-15k-2026,61,chair,replica_office_0_obj_61,gaussian,43916,7001,0.1594179797795792,6347,0.9065847736037709,5036,0.7193258105984859
