scene,metric,n,mean,std,min,max,range
room_0,psnr,10,46.689599609375,0.3708612215008052,45.90272903442383,47.250518798828125,1.3477897644042969
room_0,ssim,10,0.9927577435970306,0.00010602667803482996,0.9926304817199707,0.9929414391517639,0.0003109574317932129
room_0,lpips,10,0.023676497489213945,0.0005061558716499494,0.022794416174292564,0.0245963167399168,0.001801900565624237
room_0,total_time_sec,10,160.70390630899928,1.166435181314104,159.21669057803228,162.7243915288709,3.5077009508386254
office_0,psnr,10,44.123922729492186,0.35115025397277805,43.433895111083984,44.55878829956055,1.1248931884765625
office_0,ssim,10,0.9888560175895691,0.0010757347486952662,0.9870973229408264,0.9900009036064148,0.002903580665588379
office_0,lpips,10,0.02955095823854208,0.0026661020812726896,0.0264813881367445,0.03409196808934212,0.007610579952597618
office_0,total_time_sec,10,161.71459737760014,0.33172197249509516,161.01041737990454,162.2538771261461,1.2434597462415695
