experiment_name,scene_id,initialization,prior_object_id,prior_count,iteration,method,psnr,ssim,lpips,gaussian_count,estimated_elapsed_sec
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,office_0,prior,sofa_0131,4,15000,ours_15000,13.330321311950684,0.6043952107429504,0.33200713992118835,2775378,467.432637
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,room_0,prior,lamp_0085,4,0,ours_0,10.517166137695312,0.22694101929664612,0.6934188604354858,151127,0.0
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,room_0,prior,lamp_0085,4,500,ours_500,11.066882133483887,0.3372936546802521,0.593503475189209,151127,14.441688
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,room_0,prior,lamp_0085,4,1000,ours_1000,11.85990047454834,0.44655612111091614,0.47011253237724304,216591,28.883376
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,room_0,prior,lamp_0085,4,2000,ours_2000,12.571635246276855,0.5408326387405396,0.3754817247390747,759793,57.766751
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,room_0,prior,lamp_0085,4,3000,ours_3000,12.837801933288574,0.5749613642692566,0.3436039388179779,1212175,86.650127
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,room_0,prior,lamp_0085,4,5000,ours_5000,13.168444633483887,0.6114040613174438,0.3160060942173004,1659481,144.416878
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,room_0,prior,lamp_0085,4,7000,ours_7000,13.346713066101074,0.6287248730659485,0.3045178949832916,1917377,202.183629
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,room_0,prior,lamp_0085,4,10000,ours_10000,13.47803020477295,0.6423420310020447,0.29471269249916077,2208496,288.833755
oracle_prior_vanilla_3dgs_multi_clip_alignfix_v2_15000,room_0,prior,lamp_0085,4,15000,ours_15000,13.663780212402344,0.6607881188392639,0.27883920073509216,2604643,433.250633
oracle_prior_vanilla_3dgs_multi_clip_geom,office_0,prior,sofa_0128,4,500,ours_500,10.673454284667969,0.26237034797668457,0.6582759022712708,189146,10.977213
oracle_prior_vanilla_3dgs_multi_clip_geom,office_0,prior,sofa_0128,4,1000,ours_1000,11.58233642578125,0.3946951627731323,0.512909471988678,259459,21.954425
oracle_prior_vanilla_3dgs_multi_clip_geom,office_0,prior,sofa_0128,4,2000,ours_2000,12.244860649108887,0.4796900749206543,0.43341028690338135,803387,43.908851
oracle_prior_vanilla_3dgs_multi_clip_geom,office_0,prior,sofa_0128,4,3000,ours_3000,12.501797676086426,0.5087993741035461,0.4090339243412018,1268858,65.863276
oracle_prior_vanilla_3dgs_multi_clip_geom,office_0,prior,sofa_0128,4,5000,ours_5000,12.800728797912598,0.5426943898200989,0.3783308267593384,1756611,109.772127
oracle_prior_vanilla_3dgs_multi_clip_geom,office_0,prior,sofa_0128,4,7000,ours_7000,12.939231872558594,0.5577934384346008,0.3660120964050293,2013091,153.680977
oracle_prior_vanilla_3dgs_multi_clip_geom,room_0,prior,lamp_0085,4,500,ours_500,11.066906929016113,0.33955469727516174,0.5891404151916504,207795,10.688911
oracle_prior_vanilla_3dgs_multi_clip_geom,room_0,prior,lamp_0085,4,1000,ours_1000,11.88467025756836,0.4518280029296875,0.462613582611084,265497,21.377822
oracle_prior_vanilla_3dgs_multi_clip_geom,room_0,prior,lamp_0085,4,2000,ours_2000,12.592638969421387,0.5451836585998535,0.3715851306915283,806104,42.755644
oracle_prior_vanilla_3dgs_multi_clip_geom,room_0,prior,lamp_0085,4,3000,ours_3000,12.844088554382324,0.5758820176124573,0.34373167157173157,1255615,64.133466
oracle_prior_vanilla_3dgs_multi_clip_geom,room_0,prior,lamp_0085,4,5000,ours_5000,13.199291229248047,0.6141588091850281,0.3141929805278778,1695394,106.889109
oracle_prior_vanilla_3dgs_multi_clip_geom,room_0,prior,lamp_0085,4,7000,ours_7000,13.315070152282715,0.6262426972389221,0.3043476641178131,1956173,149.644753
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,office_0,prior,sofa_0128,4,0,ours_0,8.080658912658691,0.054620206356048584,0.7713249921798706,189146,0.0
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,office_0,prior,sofa_0128,4,500,ours_500,10.688082695007324,0.263689249753952,0.6579716205596924,189146,15.337295
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,office_0,prior,sofa_0128,4,1000,ours_1000,11.597992897033691,0.39541688561439514,0.511771023273468,260166,30.674591
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,office_0,prior,sofa_0128,4,2000,ours_2000,12.220673561096191,0.4773710072040558,0.43408432602882385,805538,61.349182
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,office_0,prior,sofa_0128,4,3000,ours_3000,12.482403755187988,0.5068710446357727,0.4099142849445343,1271692,92.023772
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,office_0,prior,sofa_0128,4,5000,ours_5000,12.85484790802002,0.5469868183135986,0.37838590145111084,1763928,153.372954
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,office_0,prior,sofa_0128,4,7000,ours_7000,12.961844444274902,0.5598946213722229,0.3647364377975464,2023180,214.722136
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,office_0,prior,sofa_0128,4,10000,ours_10000,13.118366241455078,0.5757909417152405,0.3536284267902374,2317882,306.745908
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,office_0,prior,sofa_0128,4,15000,ours_15000,13.303668022155762,0.5943045020103455,0.3395753800868988,2743631,460.118862
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,room_0,prior,lamp_0085,4,0,ours_0,10.095515251159668,0.14831139147281647,0.7250606417655945,207795,0.0
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,room_0,prior,lamp_0085,4,500,ours_500,11.06705093383789,0.3394438922405243,0.5882058143615723,207795,14.700655
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,room_0,prior,lamp_0085,4,1000,ours_1000,11.915959358215332,0.45487090945243835,0.4607461392879486,266134,29.40131
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,room_0,prior,lamp_0085,4,2000,ours_2000,12.592061042785645,0.5456241965293884,0.3706333637237549,805206,58.802621
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,room_0,prior,lamp_0085,4,3000,ours_3000,12.847420692443848,0.5774858593940735,0.34113025665283203,1257402,88.203931
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,room_0,prior,lamp_0085,4,5000,ours_5000,13.177788734436035,0.6132127642631531,0.31403103470802307,1695777,147.006552
oracle_prior_vanilla_3dgs_multi_clip_geom_15000,room_0,prior,lamp_0085,4,7000,ours_7000,13.32480525970459,0.6278969645500183,0.3036135733127594,1952113,205.809173
