scene_id,baseline_time_sec,baseline_psnr_3000,baseline_psnr_7000,oracle_time_sec,oracle_psnr_3000,oracle_psnr_7000,oracle_time_to_baseline_3000_sec,oracle_prior_object_id,oracle_prior_category,oracle_retrieval_score
room_0,118.71758099179715,12.56894588470459,13.064375877380371,121.31136879697442,12.575852394104004,13.09111499786377,51.990587,chair_0201,chair,0.998605489730835
office_0,133.9288343382068,12.281478881835938,12.623485565185547,136.4332981808111,12.304112434387207,12.65433120727539,58.471414,chair_0240,chair,0.9918091893196106
